1300139,天津联通
1300140,河北保定联通
1300141,河北唐山联通
1300142,河北秦皇岛联通联通
1300143,河北廊坊联通
1300144,河北沧州联通
1300145,河北邢台联通
1300146,河北邯郸联通
1300147,河北衡水联通
1300148,河北沧州联通
1300149,河北石家庄联通
1300150,山东淄博联通
1300151,山东淄博联通
1300152,山东滨州联通
1300153,山东潍坊联通
1300154,山东潍坊联通
1300155,山东潍坊联通
1300156,山东东营联通
1300157,山东临沂联通
1300158,山东日照联通
1300159,山东枣庄联通
1300160,山东烟台联通
1300161,山东烟台联通
1300162,山东烟台联通
1300163,山东威海联通
1300164,山东威海联通
1300165,山东威海联通
1300166,山东青岛联通
1300167,山东青岛联通
1300168,山东青岛联通
1300169,山东青岛联通
1300170,山东济南联通
1300171,山东济南联通
1300172,山东济南联通
1300173,山东济南联通
1300174,山东济南联通
1300175,山东聊城联通
1300176,山东德州联通
1300177,山东泰安联通
1300178,山东济宁联通
1300179,山东荷泽联通
1300180,河北石家庄联通
1300181,河北唐山联通
1300182,河北秦皇岛联通联通
1300183,河北廊坊联通
1300184,河北唐山联通
1300185,河北邢台联通
1300186,河北邯郸联通
1300187,河北保定联通
1300188,河北石家庄联通
1300189,河北石家庄联通
1300190,北京联通联通
1300191,北京联通联通
1300192,北京联通联通
1300193,北京联通联通
1300194,北京联通联通
1300195,北京联通联通
1300196,北京联通联通
1300197,北京联通联通
1300198,北京联通联通
1300199,北京联通联通
1300200,广东广州联通联通
1300201,广东广州联通联通
1300202,广东广州联通联通
1300203,广东广州联通联通
1300204,广东广州联通联通
1300205,广东广州联通联通
1300206,广东广州联通联通
1300207,广东广州联通联通
1300208,广东广州联通联通
1300209,广东广州联通联通
1300210,上海联通
1300211,上海联通
1300212,上海联通
1300213,上海联通
1300214,上海联通
1300215,上海联通
1300216,上海联通
1300217,上海联通
1300218,上海联通
1300219,上海联通
1300220,天津联通
1300221,天津联通
1300222,天津联通
1300223,天津联通
1300224,天津联通
1300225,天津联通
1300226,天津联通
1300227,天津联通
1300228,天津联通
1300229,天津联通
1300230,重庆联通
1300231,重庆联通
1300232,重庆联通
1300233,重庆联通
1300234,重庆联通
1300235,重庆联通
1300236,重庆联通
1300237,重庆联通
1300238,重庆联通
1300239,重庆联通
1300240,辽宁沈阳联通联通
1300241,辽宁沈阳联通联通
1300242,辽宁沈阳联通联通
1300243,辽宁沈阳联通联通
1300244,辽宁沈阳联通联通
1300245,辽宁沈阳联通联通
1300246,辽宁沈阳联通联通
1300247,辽宁沈阳联通联通
1300248,辽宁沈阳联通联通
1300249,辽宁沈阳联通联通
1300250,江苏南京联通
1300251,江苏南京联通
1300252,江苏南京联通
1300253,江苏南京联通
1300254,江苏南京联通
1300255,江苏南京联通
1300256,江苏南京联通
1300257,江苏南京联通
1300258,江苏南京联通
1300259,江苏南京联通
1300260,浙江嘉兴联通
1300261,浙江湖州联通
1300262,浙江舟山联通
1300263,浙江绍兴联通
1300264,浙江衢州联通
1300265,浙江金华联通
1300266,浙江台州联通
1300267,浙江丽水联通
1300268,浙江温州联通
1300269,浙江温州联通
1300270,山东淄博联通
1300271,山东淄博联通
1300272,山东烟台联通
1300273,山东烟台联通
1300274,山东烟台联通
1300275,山东烟台联通
1300276,山东莱芜联通
1300277,山东泰安联通
1300278,山东潍坊联通
1300279,山东临沂联通
1300280,四川西昌联通
1300281,四川攀枝花联通
1300282,四川南充联通
1300283,四川遂宁联通
1300284,四川遂宁联通
1300285,四川达州联通
1300286,四川泸州联通
1300287,四川内江联通
1300288,四川宜宾联通
1300289,四川自贡联通
1300290,陕西西安联通联通
1300291,陕西西安联通联通
1300292,陕西西安联通联通
1300293,陕西西安联通联通
1300294,陕西西安联通联通
1300295,陕西西安联通联通
1300296,陕西西安联通联通
1300297,陕西西安联通联通
1300298,陕西西安联通联通
1300299,陕西西安联通联通
1300300,安徽合肥联通
1300301,安徽蚌埠联通
1300302,安徽蚌埠联通
1300303,安徽芜湖联通
1300304,安徽芜湖联通
1300305,安徽合肥联通
1300306,安徽合肥联通
1300307,安徽淮南联通
1300308,安徽合肥联通
1300309,安徽巢湖联通
1300310,上海联通
1300311,上海联通
1300312,上海联通
1300313,上海联通
1300314,上海联通
1300315,上海联通
1300316,上海联通
1300317,上海联通
1300318,上海联通
1300319,上海联通
1300320,上海联通
1300321,上海联通
1300322,上海联通
1300323,上海联通
1300324,上海联通
1300325,上海联通
1300326,上海联通
1300327,上海联通
1300328,上海联通
1300329,上海联通
1300330,江苏无锡联通
1300331,江苏无锡联通
1300332,江苏无锡联通
1300333,江苏无锡联通
1300334,江苏无锡联通
1300335,江苏无锡联通
1300336,江苏无锡联通
1300337,江苏无锡联通
1300338,江苏无锡联通
1300339,江苏无锡联通
1300340,江苏南京联通
1300341,江苏南京联通
1300342,江苏南京联通
1300343,江苏镇江联通
1300344,江苏镇江联通
1300345,江苏镇江联通
1300346,江苏连云港联通
1300347,江苏连云港联通
1300348,江苏盐城联通
1300349,江苏宿迁联通
1300350,江苏徐州联通
1300351,江苏徐州联通
1300352,江苏徐州联通
1300353,江苏南通联通
1300354,江苏淮安联通
1300355,江苏南通联通
1300356,江苏南通联通
1300357,江苏南通联通
1300358,江苏南通联通
1300359,江苏南通联通
1300360,浙江杭州联通
1300361,浙江杭州联通
1300362,浙江杭州联通
1300363,浙江杭州联通
1300364,浙江杭州联通
1300365,浙江杭州联通
1300366,浙江杭州联通
1300367,浙江杭州联通
1300368,浙江杭州联通
1300369,浙江杭州联通
1300370,浙江宁波联通
1300371,浙江宁波联通
1300372,浙江宁波联通
1300373,浙江宁波联通
1300374,浙江宁波联通
1300375,浙江宁波联通
1300376,浙江宁波联通
1300377,浙江宁波联通
1300378,浙江宁波联通
1300379,浙江宁波联通
1300380,福建福州联通
1300381,福建福州联通
1300382,福建福州联通
1300383,福建福州联通
1300384,福建福州联通
1300385,福建莆田联通
1300386,福建莆田联通
1300387,福建福州联通
1300388,福建福州联通
1300389,福建福州联通
1300390,福建厦门联通联通
1300391,福建厦门联通联通
1300392,福建厦门联通联通
1300393,福建厦门联通联通
1300394,福建厦门联通联通
1300395,福建漳州联通
1300396,福建漳州联通
1300397,福建厦门联通联通
1300398,福建厦门联通联通
1300399,福建厦门联通联通
1300400,安徽淮南联通
1300401,安徽阜阳联通
1300402,安徽阜阳联通
1300403,安徽阜阳联通
1300404,安徽芜湖联通
1300405,安徽芜湖联通
1300406,安徽芜湖联通
1300407,安徽蚌埠联通
1300408,安徽蚌埠联通
1300409,安徽蚌埠联通
1300410,上海联通
1300411,上海联通
1300412,上海联通
1300413,上海联通
1300414,上海联通
1300415,上海联通
1300416,上海联通
1300417,上海联通
1300418,上海联通
1300419,上海联通
1300420,浙江嘉兴联通
1300421,浙江嘉兴联通
1300422,浙江嘉兴联通
1300423,浙江嘉兴联通
1300424,浙江嘉兴联通
1300425,浙江湖州联通
1300426,浙江湖州联通
1300427,浙江湖州联通
1300428,浙江杭州联通
1300429,浙江舟山联通
1300430,江苏扬州联通
1300431,江苏扬州联通
1300432,江苏扬州联通
1300433,江苏扬州联通
1300434,江苏扬州联通
1300435,江苏镇江联通
1300436,江苏镇江联通
1300437,江苏常州联通
1300438,江苏常州联通
1300439,江苏扬州联通
1300440,江苏常州联通
1300441,江苏常州联通
1300442,江苏常州联通
1300443,江苏常州联通
1300444,江苏泰州联通
1300445,江苏泰州联通
1300446,江苏泰州联通
1300447,江苏盐城联通
1300448,江苏盐城联通
1300449,江苏盐城联通
1300450,江苏苏州联通
1300451,江苏苏州联通
1300452,江苏苏州联通
1300453,江苏苏州联通
1300454,江苏苏州联通
1300455,江苏苏州联通
1300456,江苏苏州联通
1300457,江苏苏州联通
1300458,江苏苏州联通
1300459,江苏苏州联通
1300460,浙江绍兴联通
1300461,浙江绍兴联通
1300462,浙江绍兴联通
1300463,浙江绍兴联通
1300464,浙江金华联通
1300465,浙江金华联通
1300466,浙江金华联通
1300467,浙江金华联通
1300468,浙江衢州联通
1300469,浙江丽水联通
1300470,浙江温州联通
1300471,浙江温州联通
1300472,浙江温州联通
1300473,浙江温州联通
1300474,浙江温州联通
1300475,浙江温州联通
1300476,浙江台州联通
1300477,浙江台州联通
1300478,浙江台州联通
1300479,浙江台州联通
1300480,福建泉州联通
1300481,福建泉州联通
1300482,福建泉州联通
1300483,福建泉州联通
1300484,福建泉州联通
1300485,福建泉州联通
1300486,福建泉州联通
1300487,福建泉州联通
1300488,福建泉州联通
1300489,福建泉州联通
1300490,福建三明联通
1300491,福建宁德联通
1300492,福建宁德联通
1300493,福建宁德联通
1300494,福建南平联通
1300495,福建南平联通
1300496,福建南平联通
1300497,福建龙岩联通
1300498,福建龙岩联通
1300499,福建三明联通
1300500,海南海口联通
1300501,海南海口联通
1300502,海南海口联通
1300503,海南海口联通
1300504,海南海口联通
1300505,海南海口联通
1300506,海南海口联通
1300507,海南海口联通
1300508,海南海口联通
1300509,海南海口联通
1300510,广东广州联通联通
1300511,广东广州联通联通
1300512,广东广州联通联通
1300513,广东广州联通联通
1300514,广东广州联通联通
1300515,广东广州联通联通
1300516,广东广州联通联通
1300517,广东广州联通联通
1300518,广东广州联通联通
1300519,广东广州联通联通
1300520,广东汕头联通
1300521,广东汕头联通
1300522,广东汕头联通
1300523,广东汕头联通
1300524,广东汕头联通
1300525,广东汕尾联通
1300526,广东揭阳联通
1300527,广东揭阳联通
1300528,广东梅州联通
1300529,广东梅州联通
1300530,广东河源联通
1300531,广东潮州联通
1300532,广东汕头联通
1300533,广东汕头联通
1300534,广东汕头联通
1300535,广东清远联通
1300536,广东韶关联通
1300537,广东韶关联通
1300538,广东云浮联通
1300539,广东云浮联通
1300540,广东深圳联通联通
1300541,广东深圳联通联通
1300542,广东深圳联通联通
1300543,广东深圳联通联通
1300544,广东深圳联通联通
1300545,广东深圳联通联通
1300546,广东深圳联通联通
1300547,广东深圳联通联通
1300548,广东深圳联通联通
1300549,广东深圳联通联通
1300550,广东中山联通
1300551,广东中山联通
1300552,广东中山联通
1300553,广东中山联通
1300554,广东中山联通
1300555,广东中山联通
1300556,广东肇庆联通
1300557,广东肇庆联通
1300558,广东肇庆联通
1300559,广东肇庆联通
1300560,广东湛江联通
1300561,广东湛江联通
1300562,广东湛江联通
1300563,广东湛江联通
1300564,广东阳江联通
1300565,广东阳江联通
1300566,广东茂名联通
1300567,广东茂名联通
1300568,广东茂名联通
1300569,广东珠海联通
1300570,广东惠州联通
1300571,广东惠州联通
1300572,广东惠州联通
1300573,广东惠州联通
1300574,广东惠州联通
1300575,广东惠州联通
1300576,广东珠海联通
1300577,广东珠海联通
1300578,广东珠海联通
1300579,广东珠海联通
1300580,广东江门联通
1300581,广东江门联通
1300582,广东江门联通
1300583,广东江门联通
1300584,广东江门联通
1300585,广东江门联通
1300586,广东江门联通
1300587,广东江门联通
1300588,广东江门联通
1300589,广东江门联通
1300590,广西南宁联通
1300591,广西南宁联通
1300592,广西南宁联通
1300593,广西柳州联通
1300594,广西桂林联通
1300595,广西桂林联通
1300596,广西玉林联通
1300597,广西梧州联通
1300598,广西梧州联通
1300599,广西北海联通
1300600,海南海口联通
1300601,海南海口联通
1300602,海南海口联通
1300603,海南海口联通
1300604,海南海口联通
1300605,海南海口联通
1300606,海南海口联通
1300607,海南海口联通
1300608,海南海口联通
1300609,海南海口联通
1300610,湖北武汉联通
1300611,湖北武汉联通
1300612,湖北武汉联通
1300613,湖北武汉联通
1300614,湖北武汉联通
1300615,湖北武汉联通
1300616,湖北武汉联通
1300617,湖北武汉联通
1300618,湖北武汉联通
1300619,湖北武汉联通
1300620,江西南昌联通
1300621,江西南昌联通
1300622,江西鹰潭联通
1300623,江西鹰潭联通
1300624,江西鹰潭联通
1300625,江西上饶联通
1300626,江西宜春联通
1300627,江西宜春联通
1300628,江西新余联通
1300629,江西萍乡联通
1300630,湖北武汉联通
1300631,湖北武汉联通
1300632,湖北武汉联通
1300633,湖北武汉联通
1300634,湖北武汉联通
1300635,湖北武汉联通
1300636,湖北武汉联通
1300637,湖北武汉联通
1300638,湖北武汉联通
1300639,湖北武汉联通
1300640,四川乐山联通
1300641,四川眉山联通
1300642,四川乐山联通
1300643,四川德阳联通
1300644,四川德阳联通
1300645,四川德阳联通
1300646,四川广元联通
1300647,四川广元联通
1300648,四川绵阳联通
1300649,四川绵阳联通
1300650,山东青岛联通
1300651,山东青岛联通
1300652,山东青岛联通
1300653,山东青岛联通
1300654,山东东营联通
1300655,山东潍坊联通
1300656,山东潍坊联通
1300657,山东济南联通
1300658,山东济南联通
1300659,山东济南联通
1300660,广东深圳联通联通
1300661,广东深圳联通联通
1300662,广东深圳联通联通
1300663,广东深圳联通联通
1300664,广东深圳联通联通
1300665,广东深圳联通联通
1300666,广东深圳联通联通
1300667,广东深圳联通联通
1300668,广东深圳联通联通
1300669,广东深圳联通联通
1300670,广东佛山联通
1300671,广东佛山联通
1300672,广东佛山联通
1300673,广东佛山联通
1300674,广东佛山联通
1300675,广东佛山联通
1300676,广东佛山联通
1300677,广东佛山联通
1300678,广东佛山联通
1300679,广东佛山联通
1300680,广东东莞联通
1300681,广东东莞联通
1300682,广东东莞联通
1300683,广东东莞联通
1300684,广东东莞联通
1300685,广东东莞联通
1300686,广东广州联通联通
1300687,广东广州联通联通
1300688,广东广州联通联通
1300689,广东广州联通联通
1300690,广西防城港联通
1300691,广西南宁联通
1300692,广西柳州联通
1300693,广西桂林联通
1300694,广西梧州联通
1300695,广西玉林联通
1300696,广西百色联通
1300697,广西钦州联通
1300698,广西河池联通
1300699,广西北海联通
1300700,山西太原联通
1300701,山西太原联通
1300702,山西太原联通
1300703,山西太原联通
1300704,山西太原联通
1300705,山西晋中联通
1300706,山西晋中联通
1300707,山西太原联通
1300708,山西太原联通
1300709,山西太原联通
1300710,湖北武汉联通
1300711,湖北武汉联通
1300712,湖北武汉联通
1300713,湖北武汉联通
1300714,湖北武汉联通
1300715,湖北武汉联通
1300716,湖北武汉联通
1300717,湖北武汉联通
1300718,湖北武汉联通
1300719,湖北武汉联通
1300720,江西南昌联通
1300721,江西南昌联通
1300722,江西南昌联通
1300723,江西南昌联通
1300724,江西南昌联通
1300725,江西九江联通
1300726,江西九江联通
1300727,江西九江联通
1300728,江西南昌联通
1300729,江西九江联通
1300730,湖南岳阳联通
1300731,湖南长沙联通
1300732,湖南湘潭联通
1300733,湖南株洲联通
1300734,湖南衡阳联通
1300735,湖南郴州联通
1300736,湖南常德联通
1300737,湖南益阳联通
1300738,湖南娄底联通
1300739,湖南邵阳联通
1300740,湖南常德联通
1300741,湖南长沙联通
1300742,湖南长沙联通
1300743,湖南长沙联通
1300744,湖南湘潭联通
1300745,湖南株洲联通
1300746,湖南衡阳联通
1300747,湖南岳阳联通
1300748,湖南长沙联通
1300749,湖南长沙联通
1300750,河南郑州联通
1300751,河南郑州联通
1300752,河南郑州联通
1300753,河南郑州联通
1300754,河南郑州联通
1300755,河南洛阳联通
1300756,河南洛阳联通
1300757,河南洛阳联通
1300758,河南洛阳联通
1300759,河南安阳联通
1300760,河南郑州联通
1300761,河南郑州联通
1300762,河南郑州联通
1300763,河南洛阳联通
1300764,河南开封联通
1300765,河南焦作联通
1300766,河南新乡联通
1300767,河南许昌联通
1300768,河南漯河联通
1300769,河南安阳联通
1300770,青海格尔木联通联通
1300771,青海西宁联通联通
1300772,青海海东州联通联通
1300773,青海海东州联通联通
1300774,青海海南州联通联通
1300775,青海海北州联通
1300776,青海西宁联通联通
1300777,青海西宁联通联通
1300778,青海西宁联通联通
1300779,青海西宁联通联通
1300780,贵州贵阳联通
1300781,贵州贵阳联通
1300782,贵州贵阳联通
1300783,贵州贵阳联通
1300784,贵州贵阳联通
1300785,贵州贵阳联通
1300786,贵州贵阳联通
1300787,贵州遵义联通
1300788,贵州贵阳联通
1300789,贵州安顺联通
1300790,宁夏石嘴山联通联通
1300791,宁夏石嘴山联通联通
1300792,宁夏吴忠联通联通
1300793,宁夏吴忠联通联通
1300794,宁夏固原联通联通
1300795,宁夏固原联通联通
1300796,宁夏银川联通联通
1300797,宁夏银川联通联通
1300798,宁夏银川联通联通
1300799,宁夏银川联通联通
1300800,山西运城联通
1300801,山西运城联通
1300802,山西临汾联通
1300803,山西临汾联通
1300804,山西大同联通
1300805,山西晋城联通
1300806,山西长治联通
1300807,山西长治联通
1300808,山西大同联通
1300809,山西大同联通
1300810,四川成都联通
1300811,四川成都联通
1300812,四川成都联通
1300813,四川成都联通
1300814,四川成都联通
1300815,四川成都联通
1300816,四川成都联通
1300817,四川成都联通
1300818,四川成都联通
1300819,四川成都联通
1300820,辽宁辽阳联通
1300821,辽宁阜新联通
1300822,辽宁盘锦联通
1300823,辽宁盘锦联通
1300824,辽宁朝阳联通
1300825,辽宁盘锦联通
1300826,辽宁锦州联通
1300827,辽宁铁岭联通
1300828,辽宁辽阳联通
1300829,辽宁阜新联通
1300830,重庆联通
1300831,重庆联通
1300832,重庆联通
1300833,重庆联通
1300834,重庆联通
1300835,重庆联通
1300836,重庆联通
1300837,重庆联通
1300838,重庆联通
1300839,重庆联通
1300840,陕西西安联通联通
1300841,陕西西安联通联通
1300842,陕西西安联通联通
1300843,陕西渭南联通
1300844,陕西咸阳联通联通
1300845,陕西宝鸡联通联通
1300846,陕西宝鸡联通联通
1300847,陕西宝鸡联通联通
1300848,陕西宝鸡联通联通
1300849,陕西宝鸡联通联通
1300850,陕西铜川联通联通
1300851,陕西铜川联通联通
1300852,陕西渭南联通
1300853,陕西渭南联通
1300854,陕西咸阳联通联通
1300855,陕西咸阳联通联通
1300856,陕西咸阳联通联通
1300857,陕西延安联通
1300858,陕西延安联通
1300859,陕西延安联通
1300860,云南红河联通
1300861,云南红河联通
1300862,云南楚雄联通
1300863,云南曲靖联通
1300864,云南玉溪联通
1300865,云南昆明联通
1300866,云南昆明联通
1300867,云南昆明联通
1300868,云南昆明联通
1300869,云南昆明联通
1300870,甘肃兰州联通联通
1300871,甘肃兰州联通联通
1300872,甘肃兰州联通联通
1300873,甘肃兰州联通联通
1300874,甘肃兰州联通联通
1300875,甘肃兰州联通联通
1300876,甘肃兰州联通联通
1300877,甘肃兰州联通联通
1300878,甘肃兰州联通联通
1300879,甘肃兰州联通联通
1300880,广东深圳联通联通
1300881,广东深圳联通联通
1300882,广东深圳联通联通
1300883,广东深圳联通联通
1300884,广东深圳联通联通
1300885,广东深圳联通联通
1300886,广东深圳联通联通
1300887,广东深圳联通联通
1300888,广东深圳联通联通
1300889,广东深圳联通联通
1300890,浙江宁波联通
1300891,浙江宁波联通
1300892,浙江宁波联通
1300893,浙江宁波联通
1300894,浙江宁波联通
1300895,浙江宁波联通
1300896,浙江宁波联通
1300897,浙江宁波联通
1300898,浙江宁波联通
1300899,浙江宁波联通
1300900,吉林长春联通
1300901,吉林长春联通
1300902,吉林四平联通
1300903,吉林四平联通
1300904,吉林辽源联通
1300905,吉林松原联通
1300906,吉林白城联通
1300907,吉林白山联通
1300908,吉林延吉联通
1300909,吉林延吉联通
1300910,吉林长春联通
1300911,吉林长春联通
1300912,吉林长春联通
1300913,吉林长春联通
1300914,吉林长春联通
1300915,吉林吉林联通
1300916,吉林吉林联通
1300917,吉林吉林联通
1300918,吉林吉林联通
1300919,吉林通化联通
1300920,辽宁丹东联通
1300921,辽宁丹东联通
1300922,辽宁本溪联通
1300923,辽宁本溪联通
1300924,辽宁抚顺联通
1300925,辽宁抚顺联通
1300926,辽宁抚顺联通
1300927,辽宁铁岭联通
1300928,辽宁葫芦岛联通
1300929,辽宁葫芦岛联通
1300930,辽宁营口联通
1300931,辽宁营口联通
1300932,辽宁营口联通
1300933,辽宁锦州联通
1300934,辽宁锦州联通
1300935,辽宁锦州联通
1300936,辽宁鞍山联通
1300937,辽宁鞍山联通
1300938,辽宁鞍山联通
1300939,辽宁鞍山联通
1300940,辽宁大连联通
1300941,辽宁大连联通
1300942,辽宁大连联通
1300943,辽宁大连联通
1300944,辽宁大连联通
1300945,辽宁大连联通
1300946,辽宁大连联通
1300947,辽宁大连联通
1300948,辽宁大连联通
1300949,辽宁大连联通
1300950,内蒙古呼和浩特联通
1300951,内蒙古呼和浩特联通
1300952,内蒙古呼和浩特联通
1300953,内蒙古乌兰察布盟联通
1300954,内蒙古包头联通
1300955,内蒙古包头联通
1300956,内蒙古包头联通
1300957,内蒙古鄂尔多斯联通
1300958,内蒙古巴彦淖尔盟联通
1300959,内蒙古乌海联通
1300960,新疆昌吉联通
1300961,新疆乌鲁木齐联通联通
1300962,新疆乌鲁木齐联通联通
1300963,新疆乌鲁木齐联通联通
1300964,新疆乌鲁木齐联通联通
1300965,新疆乌鲁木齐联通联通
1300966,新疆乌鲁木齐联通联通
1300967,新疆乌鲁木齐联通联通
1300968,新疆乌鲁木齐联通联通
1300969,新疆乌鲁木齐联通联通
1300970,黑龙江哈尔滨联通
1300971,黑龙江哈尔滨联通
1300972,黑龙江哈尔滨联通
1300973,黑龙江齐齐哈尔联通
1300974,黑龙江齐齐哈尔联通
1300975,黑龙江齐齐哈尔联通
1300976,黑龙江佳木斯联通
1300977,黑龙江佳木斯联通
1300978,黑龙江佳木斯联通
1300979,黑龙江牡丹江联通
1300980,黑龙江哈尔滨联通
1300981,黑龙江大庆联通
1300982,黑龙江大庆联通
1300983,黑龙江大庆联通
1300984,黑龙江哈尔滨联通
1300985,黑龙江哈尔滨联通
1300986,黑龙江哈尔滨联通
1300987,黑龙江哈尔滨联通
1300988,黑龙江牡丹江联通
1300989,黑龙江牡丹江联通
1300990,黑龙江大庆联通
1300991,黑龙江绥化联通
1300992,黑龙江绥化联通
1300993,黑龙江黑河联通
1300994,黑龙江黑河联通
1300995,黑龙江鸡西联通
1300996,黑龙江七台河联通
1300997,黑龙江鹤岗联通
1300998,黑龙江双鸭山联通
1300999,黑龙江哈尔滨联通
1301000,上海联通
1301006,北京联通联通
1301007,北京联通联通
1301008,北京联通联通
1301009,北京联通联通
1301010,北京联通联通
1301011,北京联通联通
1301012,北京联通联通
1301013,天津联通
1301014,河北衡水联通
1301015,山东淄博联通
1301016,山东烟台联通
1301017,山东济南联通
1301018,河北石家庄联通
1301019,北京联通联通
1301020,广东广州联通联通
1301024,辽宁沈阳联通联通
1301027,山东莱芜联通
1301030,安徽合肥联通
1301031,上海联通
1301033,江苏无锡联通
1301034,江苏南京联通
1301035,江苏徐州联通
1301036,浙江杭州联通
1301037,浙江宁波联通
1301038,福建福州联通
1301039,福建厦门联通联通
1301042,浙江嘉兴联通
1301043,江苏扬州联通
1301044,江苏常州联通
1301045,江苏苏州联通
1301046,浙江绍兴联通
1301047,浙江温州联通
1301048,福建泉州联通
1301049,福建宁德联通
1301050,海南海口联通
1301051,广东广州联通联通
1301052,广东汕头联通
1301053,广东韶关联通
1301055,广东中山联通
1301056,广东湛江联通
1301057,广东惠州联通
1301058,广东江门联通
1301059,广西南宁联通
1301062,江西鹰潭联通
1301064,四川乐山联通
1301066,广东广州联通联通
1301067,广东佛山联通
1301068,广东东莞联通
1301070,山西太原联通
1301071,湖北武汉联通
1301072,江西南昌联通
1301073,湖南岳阳联通
1301074,湖南长沙联通
1301075,广东深圳联通联通
1301076,河南郑州联通
1301078,贵州贵阳联通
1301079,宁夏银川联通联通
1301081,四川成都联通
1301082,辽宁辽阳联通
1301083,重庆联通
1301084,陕西西安联通联通
1301085,陕西西安联通联通
1301086,云南昆明联通
1301087,甘肃兰州联通联通
1301088,广东深圳联通联通
1301091,吉林长春联通
1301092,辽宁丹东联通
1301093,辽宁营口联通
1301094,辽宁大连联通
1301095,内蒙古呼和浩特联通
1301096,新疆乌鲁木齐联通联通
1301097,黑龙江齐齐哈尔联通
1301098,黑龙江哈尔滨联通
1301100,北京联通联通
1301101,北京联通联通
1301102,北京联通联通
1301103,北京联通联通
1301104,北京联通联通
1301105,北京联通联通
1301106,北京联通联通
1301107,北京联通联通
1301108,北京联通联通
1301109,北京联通联通
1301110,北京联通联通
1301111,北京联通联通
1301112,北京联通联通
1301113,北京联通联通
1301114,北京联通联通
1301115,北京联通联通
1301116,北京联通联通
1301117,北京联通联通
1301118,北京联通联通
1301119,北京联通联通
1301120,北京联通联通
1301121,北京联通联通
1301122,北京联通联通
1301123,北京联通联通
1301124,北京联通联通
1301125,北京联通联通
1301126,北京联通联通
1301127,北京联通联通
1301128,北京联通联通
1301129,北京联通联通
1301130,天津联通
1301131,天津联通
1301132,天津联通
1301133,天津联通
1301134,天津联通
1301135,天津联通
1301136,天津联通
1301137,天津联通
1301138,天津联通
1301139,天津联通
1301140,河北保定联通
1301141,河北保定联通
1301142,河北沧州联通
1301143,河北唐山联通
1301144,河北唐山联通
1301145,河北邢台联通
1301146,河北秦皇岛联通联通
1301147,河北秦皇岛联通联通
1301148,河北廊坊联通
1301149,河北邯郸联通
1301150,河北唐山联通
1301151,河北唐山联通
1301152,河北唐山联通
1301153,河北邯郸联通
1301154,河北邯郸联通
1301155,河北石家庄联通
1301156,河北石家庄联通
1301157,河北石家庄联通
1301158,河北石家庄联通
1301159,河北石家庄联通
1301160,山东淄博联通
1301161,山东淄博联通
1301162,山东淄博联通
1301163,山东淄博联通
1301164,山东淄博联通
1301165,山东潍坊联通
1301166,山东潍坊联通
1301167,山东潍坊联通
1301168,山东潍坊联通
1301169,山东潍坊联通
1301170,山东济南联通
1301171,山东济南联通
1301172,山东济南联通
